record_id,timestamp,publication_time,retrieval_time,source,provider,document_type,entity,ticker,sector,country,title,text,url,language,raw_metadata,provider_validation_errors,provider_record_valid,quarter,query
3654f16b0ec704488c722fff,2026-04-10 09:30:00+00:00,2026-04-10 09:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Growth recovery expected as liquidity support improves,A soft landing and stabilization are expected over the coming months.,https://example.com/recovery-2026,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""India inflation"", ""seendate"": ""20260410T093000Z"", ""sourcecountry"": ""India"", ""text"": ""A soft landing and stabilization are expected over the coming months."", ""title"": ""Growth recovery expected as liquidity support improves"", ""url"": ""https://example.com/recovery-2026""}",,True,,India inflation
07b91c260592a17bdbc00bcc,2024-04-05 08:30:00+00:00,2024-04-05 08:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,India inflation outlook faces renewed upside risk,Analysts expect food inflation and oil price shock risks to remain elevated.,https://example.com/india-inflation-outlook-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""RBI rate hike"", ""seendate"": ""20240405T083000Z"", ""sourcecountry"": ""India"", ""text"": ""Analysts expect food inflation and oil price shock risks to remain elevated."", ""title"": ""India inflation outlook faces renewed upside risk"", ""url"": ""https://example.com/india-inflation-outlook-2024""}",,True,,RBI rate hike
a1347d10f2714e58d816fd46,2024-09-18 10:15:00+00:00,2024-09-18 10:15:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Banking liquidity may tighten as external headwinds build,Funding conditions could tighten and banking stress risks remain uncertain.,https://example.com/banking-liquidity-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""RBI rate hike"", ""seendate"": ""20240918T101500Z"", ""sourcecountry"": ""India"", ""text"": ""Funding conditions could tighten and banking stress risks remain uncertain."", ""title"": ""Banking liquidity may tighten as external headwinds build"", ""url"": ""https://example.com/banking-liquidity-2024""}",,True,,RBI rate hike
9c108cef06a0e3fa9b72c504,2025-03-11 07:00:00+00:00,2025-03-11 07:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Supply chain disruption threatens regional growth outlook,War escalation and supply chain disruption may weaken demand.,https://example.com/supply-chain-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""RBI rate hike"", ""seendate"": ""20250311T070000Z"", ""sourcecountry"": ""India"", ""text"": ""War escalation and supply chain disruption may weaken demand."", ""title"": ""Supply chain disruption threatens regional growth outlook"", ""url"": ""https://example.com/supply-chain-2025""}",,True,,RBI rate hike
9fd6f8f03330bc3cc5fd070c,2025-08-07 11:00:00+00:00,2025-08-07 11:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Nifty dropped after policy announcement,Shares rallied after an initial selloff and volatility spiked.,https://example.com/market-reaction-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""RBI rate hike"", ""seendate"": ""20250807T110000Z"", ""sourcecountry"": ""India"", ""text"": ""Shares rallied after an initial selloff and volatility spiked."", ""title"": ""Nifty dropped after policy announcement"", ""url"": ""https://example.com/market-reaction-2025""}",,True,,RBI rate hike
3654f16b0ec704488c722fff,2026-04-10 09:30:00+00:00,2026-04-10 09:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Growth recovery expected as liquidity support improves,A soft landing and stabilization are expected over the coming months.,https://example.com/recovery-2026,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""RBI rate hike"", ""seendate"": ""20260410T093000Z"", ""sourcecountry"": ""India"", ""text"": ""A soft landing and stabilization are expected over the coming months."", ""title"": ""Growth recovery expected as liquidity support improves"", ""url"": ""https://example.com/recovery-2026""}",,True,,RBI rate hike
07b91c260592a17bdbc00bcc,2024-04-05 08:30:00+00:00,2024-04-05 08:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,India inflation outlook faces renewed upside risk,Analysts expect food inflation and oil price shock risks to remain elevated.,https://example.com/india-inflation-outlook-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""geopolitical risk India"", ""seendate"": ""20240405T083000Z"", ""sourcecountry"": ""India"", ""text"": ""Analysts expect food inflation and oil price shock risks to remain elevated."", ""title"": ""India inflation outlook faces renewed upside risk"", ""url"": ""https://example.com/india-inflation-outlook-2024""}",,True,,geopolitical risk India
a1347d10f2714e58d816fd46,2024-09-18 10:15:00+00:00,2024-09-18 10:15:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Banking liquidity may tighten as external headwinds build,Funding conditions could tighten and banking stress risks remain uncertain.,https://example.com/banking-liquidity-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""geopolitical risk India"", ""seendate"": ""20240918T101500Z"", ""sourcecountry"": ""India"", ""text"": ""Funding conditions could tighten and banking stress risks remain uncertain."", ""title"": ""Banking liquidity may tighten as external headwinds build"", ""url"": ""https://example.com/banking-liquidity-2024""}",,True,,geopolitical risk India
9c108cef06a0e3fa9b72c504,2025-03-11 07:00:00+00:00,2025-03-11 07:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Supply chain disruption threatens regional growth outlook,War escalation and supply chain disruption may weaken demand.,https://example.com/supply-chain-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""geopolitical risk India"", ""seendate"": ""20250311T070000Z"", ""sourcecountry"": ""India"", ""text"": ""War escalation and supply chain disruption may weaken demand."", ""title"": ""Supply chain disruption threatens regional growth outlook"", ""url"": ""https://example.com/supply-chain-2025""}",,True,,geopolitical risk India
9fd6f8f03330bc3cc5fd070c,2025-08-07 11:00:00+00:00,2025-08-07 11:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Nifty dropped after policy announcement,Shares rallied after an initial selloff and volatility spiked.,https://example.com/market-reaction-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""geopolitical risk India"", ""seendate"": ""20250807T110000Z"", ""sourcecountry"": ""India"", ""text"": ""Shares rallied after an initial selloff and volatility spiked."", ""title"": ""Nifty dropped after policy announcement"", ""url"": ""https://example.com/market-reaction-2025""}",,True,,geopolitical risk India
3654f16b0ec704488c722fff,2026-04-10 09:30:00+00:00,2026-04-10 09:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Growth recovery expected as liquidity support improves,A soft landing and stabilization are expected over the coming months.,https://example.com/recovery-2026,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""geopolitical risk India"", ""seendate"": ""20260410T093000Z"", ""sourcecountry"": ""India"", ""text"": ""A soft landing and stabilization are expected over the coming months."", ""title"": ""Growth recovery expected as liquidity support improves"", ""url"": ""https://example.com/recovery-2026""}",,True,,geopolitical risk India
07b91c260592a17bdbc00bcc,2024-04-05 08:30:00+00:00,2024-04-05 08:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,India inflation outlook faces renewed upside risk,Analysts expect food inflation and oil price shock risks to remain elevated.,https://example.com/india-inflation-outlook-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""oil price shock"", ""seendate"": ""20240405T083000Z"", ""sourcecountry"": ""India"", ""text"": ""Analysts expect food inflation and oil price shock risks to remain elevated."", ""title"": ""India inflation outlook faces renewed upside risk"", ""url"": ""https://example.com/india-inflation-outlook-2024""}",,True,,oil price shock
a1347d10f2714e58d816fd46,2024-09-18 10:15:00+00:00,2024-09-18 10:15:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Banking liquidity may tighten as external headwinds build,Funding conditions could tighten and banking stress risks remain uncertain.,https://example.com/banking-liquidity-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""oil price shock"", ""seendate"": ""20240918T101500Z"", ""sourcecountry"": ""India"", ""text"": ""Funding conditions could tighten and banking stress risks remain uncertain."", ""title"": ""Banking liquidity may tighten as external headwinds build"", ""url"": ""https://example.com/banking-liquidity-2024""}",,True,,oil price shock
9c108cef06a0e3fa9b72c504,2025-03-11 07:00:00+00:00,2025-03-11 07:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Supply chain disruption threatens regional growth outlook,War escalation and supply chain disruption may weaken demand.,https://example.com/supply-chain-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""oil price shock"", ""seendate"": ""20250311T070000Z"", ""sourcecountry"": ""India"", ""text"": ""War escalation and supply chain disruption may weaken demand."", ""title"": ""Supply chain disruption threatens regional growth outlook"", ""url"": ""https://example.com/supply-chain-2025""}",,True,,oil price shock
9fd6f8f03330bc3cc5fd070c,2025-08-07 11:00:00+00:00,2025-08-07 11:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Nifty dropped after policy announcement,Shares rallied after an initial selloff and volatility spiked.,https://example.com/market-reaction-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""oil price shock"", ""seendate"": ""20250807T110000Z"", ""sourcecountry"": ""India"", ""text"": ""Shares rallied after an initial selloff and volatility spiked."", ""title"": ""Nifty dropped after policy announcement"", ""url"": ""https://example.com/market-reaction-2025""}",,True,,oil price shock
3654f16b0ec704488c722fff,2026-04-10 09:30:00+00:00,2026-04-10 09:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Growth recovery expected as liquidity support improves,A soft landing and stabilization are expected over the coming months.,https://example.com/recovery-2026,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""oil price shock"", ""seendate"": ""20260410T093000Z"", ""sourcecountry"": ""India"", ""text"": ""A soft landing and stabilization are expected over the coming months."", ""title"": ""Growth recovery expected as liquidity support improves"", ""url"": ""https://example.com/recovery-2026""}",,True,,oil price shock
07b91c260592a17bdbc00bcc,2024-04-05 08:30:00+00:00,2024-04-05 08:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,India inflation outlook faces renewed upside risk,Analysts expect food inflation and oil price shock risks to remain elevated.,https://example.com/india-inflation-outlook-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""banking stress"", ""seendate"": ""20240405T083000Z"", ""sourcecountry"": ""India"", ""text"": ""Analysts expect food inflation and oil price shock risks to remain elevated."", ""title"": ""India inflation outlook faces renewed upside risk"", ""url"": ""https://example.com/india-inflation-outlook-2024""}",,True,,banking stress
a1347d10f2714e58d816fd46,2024-09-18 10:15:00+00:00,2024-09-18 10:15:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Banking liquidity may tighten as external headwinds build,Funding conditions could tighten and banking stress risks remain uncertain.,https://example.com/banking-liquidity-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""banking stress"", ""seendate"": ""20240918T101500Z"", ""sourcecountry"": ""India"", ""text"": ""Funding conditions could tighten and banking stress risks remain uncertain."", ""title"": ""Banking liquidity may tighten as external headwinds build"", ""url"": ""https://example.com/banking-liquidity-2024""}",,True,,banking stress
9c108cef06a0e3fa9b72c504,2025-03-11 07:00:00+00:00,2025-03-11 07:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Supply chain disruption threatens regional growth outlook,War escalation and supply chain disruption may weaken demand.,https://example.com/supply-chain-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""banking stress"", ""seendate"": ""20250311T070000Z"", ""sourcecountry"": ""India"", ""text"": ""War escalation and supply chain disruption may weaken demand."", ""title"": ""Supply chain disruption threatens regional growth outlook"", ""url"": ""https://example.com/supply-chain-2025""}",,True,,banking stress
9fd6f8f03330bc3cc5fd070c,2025-08-07 11:00:00+00:00,2025-08-07 11:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Nifty dropped after policy announcement,Shares rallied after an initial selloff and volatility spiked.,https://example.com/market-reaction-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""banking stress"", ""seendate"": ""20250807T110000Z"", ""sourcecountry"": ""India"", ""text"": ""Shares rallied after an initial selloff and volatility spiked."", ""title"": ""Nifty dropped after policy announcement"", ""url"": ""https://example.com/market-reaction-2025""}",,True,,banking stress
3654f16b0ec704488c722fff,2026-04-10 09:30:00+00:00,2026-04-10 09:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Growth recovery expected as liquidity support improves,A soft landing and stabilization are expected over the coming months.,https://example.com/recovery-2026,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""banking stress"", ""seendate"": ""20260410T093000Z"", ""sourcecountry"": ""India"", ""text"": ""A soft landing and stabilization are expected over the coming months."", ""title"": ""Growth recovery expected as liquidity support improves"", ""url"": ""https://example.com/recovery-2026""}",,True,,banking stress
07b91c260592a17bdbc00bcc,2024-04-05 08:30:00+00:00,2024-04-05 08:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,India inflation outlook faces renewed upside risk,Analysts expect food inflation and oil price shock risks to remain elevated.,https://example.com/india-inflation-outlook-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""currency crisis"", ""seendate"": ""20240405T083000Z"", ""sourcecountry"": ""India"", ""text"": ""Analysts expect food inflation and oil price shock risks to remain elevated."", ""title"": ""India inflation outlook faces renewed upside risk"", ""url"": ""https://example.com/india-inflation-outlook-2024""}",,True,,currency crisis
a1347d10f2714e58d816fd46,2024-09-18 10:15:00+00:00,2024-09-18 10:15:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Banking liquidity may tighten as external headwinds build,Funding conditions could tighten and banking stress risks remain uncertain.,https://example.com/banking-liquidity-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""currency crisis"", ""seendate"": ""20240918T101500Z"", ""sourcecountry"": ""India"", ""text"": ""Funding conditions could tighten and banking stress risks remain uncertain."", ""title"": ""Banking liquidity may tighten as external headwinds build"", ""url"": ""https://example.com/banking-liquidity-2024""}",,True,,currency crisis
9c108cef06a0e3fa9b72c504,2025-03-11 07:00:00+00:00,2025-03-11 07:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Supply chain disruption threatens regional growth outlook,War escalation and supply chain disruption may weaken demand.,https://example.com/supply-chain-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""currency crisis"", ""seendate"": ""20250311T070000Z"", ""sourcecountry"": ""India"", ""text"": ""War escalation and supply chain disruption may weaken demand."", ""title"": ""Supply chain disruption threatens regional growth outlook"", ""url"": ""https://example.com/supply-chain-2025""}",,True,,currency crisis
9fd6f8f03330bc3cc5fd070c,2025-08-07 11:00:00+00:00,2025-08-07 11:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Nifty dropped after policy announcement,Shares rallied after an initial selloff and volatility spiked.,https://example.com/market-reaction-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""currency crisis"", ""seendate"": ""20250807T110000Z"", ""sourcecountry"": ""India"", ""text"": ""Shares rallied after an initial selloff and volatility spiked."", ""title"": ""Nifty dropped after policy announcement"", ""url"": ""https://example.com/market-reaction-2025""}",,True,,currency crisis
3654f16b0ec704488c722fff,2026-04-10 09:30:00+00:00,2026-04-10 09:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Growth recovery expected as liquidity support improves,A soft landing and stabilization are expected over the coming months.,https://example.com/recovery-2026,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""currency crisis"", ""seendate"": ""20260410T093000Z"", ""sourcecountry"": ""India"", ""text"": ""A soft landing and stabilization are expected over the coming months."", ""title"": ""Growth recovery expected as liquidity support improves"", ""url"": ""https://example.com/recovery-2026""}",,True,,currency crisis
07b91c260592a17bdbc00bcc,2024-04-05 08:30:00+00:00,2024-04-05 08:30:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,India inflation outlook faces renewed upside risk,Analysts expect food inflation and oil price shock risks to remain elevated.,https://example.com/india-inflation-outlook-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""war escalation"", ""seendate"": ""20240405T083000Z"", ""sourcecountry"": ""India"", ""text"": ""Analysts expect food inflation and oil price shock risks to remain elevated."", ""title"": ""India inflation outlook faces renewed upside risk"", ""url"": ""https://example.com/india-inflation-outlook-2024""}",,True,,war escalation
a1347d10f2714e58d816fd46,2024-09-18 10:15:00+00:00,2024-09-18 10:15:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Banking liquidity may tighten as external headwinds build,Funding conditions could tighten and banking stress risks remain uncertain.,https://example.com/banking-liquidity-2024,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""war escalation"", ""seendate"": ""20240918T101500Z"", ""sourcecountry"": ""India"", ""text"": ""Funding conditions could tighten and banking stress risks remain uncertain."", ""title"": ""Banking liquidity may tighten as external headwinds build"", ""url"": ""https://example.com/banking-liquidity-2024""}",,True,,war escalation
9c108cef06a0e3fa9b72c504,2025-03-11 07:00:00+00:00,2025-03-11 07:00:00+00:00,2026-06-21 00:07:08.798553+00:00,example.com,gdelt,financial_news,,,,India,Supply chain disruption threatens regional growth outlook,War escalation and supply chain disruption may weaken demand.,https://example.com/supply-chain-2025,English,"{""domain"": ""example.com"", ""language"": ""English"", ""query"": ""war escalation"", ""seendate"": ""20250311T070000Z"", ""sourcecountry"": ""India"", ""text"": ""War escalation and supply chain disruption may weaken demand."", ""title"": ""Supply chain disruption threatens regional growth outlook"", ""url"": ""https://example.com/supply-chain-2025""}",,True,,war escalation
